Wavelength	RSR
0.3	0.0
0.3001270012700127	0.0
0.3002540025400254	0.0
0.30038100381003807	0.0
0.30050800508005077	0.0
0.3006350063500635	0.0
0.3007620076200762	0.0
0.3008890088900889	0.0
0.3010160101601016	0.0
0.3011430114301143	0.0
0.301270012700127	0.0
0.3013970139701397	0.0
0.3015240152401524	0.0
0.30165101651016507	0.0
0.30177801778017777	0.0
0.3019050190501905	0.0
0.3020320203202032	0.0
0.3021590215902159	0.0
0.3022860228602286	0.0
0.3024130241302413	0.0
0.302540025400254	0.0
0.3026670266702667	0.0
0.3027940279402794	0.0
0.30292102921029207	0.0
0.3030480304803048	0.0
0.3031750317503175	0.0
0.3033020330203302	0.0
0.3034290342903429	0.0
0.3035560355603556	0.0
0.3036830368303683	0.0
0.303810038100381	0.0
0.3039370393703937	0.0
0.3040640406404064	0.0
0.30419104191041907	0.0
0.3043180431804318	0.0
0.3044450444504445	0.0
0.3045720457204572	0.0
0.3046990469904699	0.0
0.3048260482604826	0.0
0.3049530495304953	0.0
0.305080050800508	0.0
0.3052070520705207	0.0
0.3053340533405334	0.0
0.30546105461054607	0.0
0.3055880558805588	0.0
0.3057150571505715	0.0
0.3058420584205842	0.0
0.3059690596905969	0.0
0.3060960609606096	0.0
0.3062230622306223	0.0
0.306350063500635	0.0
0.3064770647706477	0.0
0.3066040660406604	0.0
0.3067310673106731	0.0
0.3068580685806858	0.0
0.3069850698506985	0.0
0.3071120711207112	0.0
0.3072390723907239	0.0
0.3073660736607366	0.0
0.3074930749307493	0.0
0.307620076200762	0.0
0.3077470774707747	0.0
0.30787407874078737	0.0
0.3080010800108001	0.0
0.3081280812808128	0.0
0.3082550825508255	0.0
0.3083820838208382	0.0
0.3085090850908509	0.0
0.3086360863608636	0.0
0.3087630876308763	0.0
0.308890088900889	0.0
0.3090170901709017	0.0
0.30914409144091437	0.0
0.3092710927109271	0.0
0.3093980939809398	0.0
0.3095250952509525	0.0
0.3096520965209652	0.0
0.3097790977909779	0.0
0.3099060990609906	0.0
0.3100331003310033	0.0
0.310160101601016	0.0
0.3102871028710287	0.0
0.3104141041410414	0.0
0.3105411054110541	0.0
0.3106681066810668	0.0
0.3107951079510795	0.0
0.3109221092210922	0.0
0.3110491104911049	0.0
0.3111761117611176	0.0
0.3113031130311303	0.0
0.311430114301143	0.0
0.3115571155711557	0.0
0.3116841168411684	0.0
0.3118111181111811	0.0
0.3119381193811938	0.0
0.3120651206512065	0.0
0.3121921219212192	0.0
0.3123191231912319	0.0
0.3124461244612446	0.0
0.3125731257312573	0.0
0.31270012700127	0.0
0.3128271282712827	0.0
0.3129541295412954	0.0
0.3130811308113081	0.0
0.3132081320813208	0.0
0.3133351333513335	0.0
0.3134621346213462	0.0
0.3135891358913589	0.0
0.3137161371613716	0.0
0.3138431384313843	0.0
0.313970139701397	0.0
0.3140971409714097	0.0
0.3142241422414224	0.0
0.3143511435114351	0.0
0.3144781447814478	0.0
0.3146051460514605	0.0
0.3147321473214732	0.0
0.3148591485914859	0.0
0.3149861498614986	0.0
0.3151131511315113	0.0
0.315240152401524	0.0
0.3153671536715367	0.0
0.3154941549415494	0.0
0.3156211562115621	0.0
0.3157481574815748	0.0
0.3158751587515875	0.0
0.3160021600216002	0.0
0.3161291612916129	0.0
0.3162561625616256	0.0
0.3163831638316383	0.0
0.316510165101651	0.0
0.3166371663716637	0.0
0.3167641676416764	0.0
0.3168911689116891	0.0
0.3170181701817018	0.0
0.3171451714517145	0.0
0.3172721727217272	0.0
0.3173991739917399	0.0
0.3175261752617526	0.0
0.3176531765317653	0.0
0.31778017780177803	0.0
0.3179071790717907	0.0
0.3180341803418034	0.0
0.3181611816118161	0.0
0.3182881828818288	0.0
0.3184151841518415	0.0
0.3185421854218542	0.0
0.3186691866918669	0.0
0.3187961879618796	0.0
0.31892318923189233	0.0
0.31905019050190503	0.0
0.3191771917719177	0.0
0.3193041930419304	0.0
0.3194311943119431	0.0
0.3195581955819558	0.0
0.3196851968519685	0.0
0.3198121981219812	0.0
0.3199391993919939	0.0
0.3200662006620066	0.0
0.32019320193201933	0.0
0.32032020320203203	0.0
0.3204472044720447	0.0
0.3205742057420574	0.0
0.3207012070120701	0.0
0.3208282082820828	0.0
0.3209552095520955	0.0
0.3210822108221082	0.0
0.3212092120921209	0.0
0.3213362133621336	0.0
0.32146321463214633	0.0
0.321590215902159	0.0
0.3217172171721717	0.0
0.3218442184421844	0.0
0.3219712197121971	0.0
0.3220982209822098	0.0
0.3222252222522225	0.0
0.3223522235222352	0.0
0.3224792247922479	0.0
0.32260622606226064	0.0
0.32273322733227333	0.0
0.322860228602286	0.0
0.3229872298722987	0.0
0.3231142311423114	0.0
0.3232412324123241	0.0
0.3233682336823368	0.0
0.3234952349523495	0.0
0.3236222362223622	0.0
0.3237492374923749	0.0
0.32387623876238764	0.0
0.32400324003240033	0.0
0.324130241302413	0.0
0.3242572425724257	0.0
0.3243842438424384	0.0
0.3245112451124511	0.0
0.3246382463824638	0.0
0.3247652476524765	0.0
0.3248922489224892	0.0
0.3250192501925019	0.0
0.32514625146251463	0.0
0.32527325273252733	0.0
0.32540025400254	0.0
0.3255272552725527	0.0
0.3256542565425654	0.0
0.3257812578125781	0.0
0.3259082590825908	0.0
0.3260352603526035	0.0
0.3261622616226162	0.0
0.32628926289262894	0.0
0.32641626416264163	0.0
0.32654326543265433	0.0
0.326670266702667	0.0
0.3267972679726797	0.0
0.3269242692426924	0.0
0.3270512705127051	0.0
0.3271782717827178	0.0
0.3273052730527305	0.0
0.3274322743227432	0.0
0.32755927559275594	0.0
0.32768627686276863	0.0
0.3278132781327813	0.0
0.327940279402794	0.0
0.3280672806728067	0.0
0.3281942819428194	0.0
0.3283212832128321	0.0
0.3284482844828448	0.0
0.3285752857528575	0.0
0.3287022870228702	0.0
0.32882928829288294	0.0
0.32895628956289563	0.0
0.3290832908329083	0.0
0.329210292102921	0.0
